pandas_ind,index,title,content,img_link
46,https://docs.oracle.com/en/solutions/sbc-oci/index.html,Provision a highly available session border controller,Fault domains,https://docs.oracle.com/en/solutions/sbc-oci/img/sbc-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,Fault domains,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,Load balancer,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,Key management,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,Database system,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,WebLogic domain,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
47,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/index.html,Deploy Oracle WebLogic Server on compute instances,WebLogic cluster,https://docs.oracle.com/en/solutions/deploy-wls-on-oci/img/wls-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Bastion host,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Training node,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Inference server,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,User application VM,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Load balancer,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,File storage,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Object storage,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Block volume,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Security lists,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Availability domains,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
48,https://docs.oracle.com/en/solutions/data-science-oci/index.html,Set Up an Open-source Machine-Learning and AI Environment,Fault domains,https://docs.oracle.com/en/solutions/data-science-oci/img/data-science-oci.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Region,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Availability domains,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Fault domains,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Load balancer,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Security lists,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Instance configuration,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Instance pool,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
49,https://docs.oracle.com/en/solutions/autoscale-webapp/index.html,Autoscale a load-balanced web application,Autoscaling,https://docs.oracle.com/en/solutions/autoscale-webapp/img/autoscaling.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Region,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Availability domains,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Fault domains,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Security lists,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
50,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/index.html,Deploy a highly available MySQL InnoDB cluster,Object Storage,https://docs.oracle.com/en/solutions/ha-mysql-innodb-cluster/img/mysql-innodb-cluster-oci.png
51,https://docs.oracle.com/en/solutions/deploy-postgresql-db/index.html,Deploy a PostgreSQL database,Region,https://docs.oracle.com/en/solutions/deploy-postgresql-db/img/postgre-oci.png
51,https://docs.oracle.com/en/solutions/deploy-postgresql-db/index.html,Deploy a PostgreSQL database,Availability domains,https://docs.oracle.com/en/solutions/deploy-postgresql-db/img/postgre-oci.png
51,https://docs.oracle.com/en/solutions/deploy-postgresql-db/index.html,Deploy a PostgreSQL database,Fault domains,https://docs.oracle.com/en/solutions/deploy-postgresql-db/img/postgre-oci.png
51,https://docs.oracle.com/en/solutions/deploy-postgresql-db/index.html,Deploy a PostgreSQL database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-postgresql-db/img/postgre-oci.png
51,https://docs.oracle.com/en/solutions/deploy-postgresql-db/index.html,Deploy a PostgreSQL database,Security lists,https://docs.oracle.com/en/solutions/deploy-postgresql-db/img/postgre-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Region,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Availability domains,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Fault domains,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Security lists,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Virtual network interface card (VNIC),https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
52,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/index.html,Protect your cloud resources using a virtual firewall,Firewall,https://docs.oracle.com/en/solutions/deploy-virtual-firewall/img/firewall-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,Ops Manager,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,MongoDB node,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,Block volume,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,Security lists,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
53,https://docs.oracle.com/en/solutions/deploy-mongodb/index.html,Deploy a MongoDB database,Availability domains,https://docs.oracle.com/en/solutions/deploy-mongodb/img/mongodb-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Region,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Availability domains,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Oracle Functions,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Events,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
54,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/index.html,Deploy an event-triggered serverless application,Object Storage,https://docs.oracle.com/en/solutions/event-triggered-serverless-app/img/serverless-oci.png
55,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/index.html,Deploy a highly available Apache Cassandra cluster,Region,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/img/cassandra-oci.png
55,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/index.html,Deploy a highly available Apache Cassandra cluster,Availability domains,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/img/cassandra-oci.png
55,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/index.html,Deploy a highly available Apache Cassandra cluster,Fault domains,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/img/cassandra-oci.png
55,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/index.html,Deploy a highly available Apache Cassandra cluster,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/img/cassandra-oci.png
55,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/index.html,Deploy a highly available Apache Cassandra cluster,Security lists,https://docs.oracle.com/en/solutions/ha-cassandra-cluster/img/cassandra-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,CES node,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,MGMT GUI node,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,Client node,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,NSD server,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,Object Storage,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,Security lists,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
56,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/index.html,Deploy a high-performance storage cluster using IBM Spectrum Scale,Availability domains,https://docs.oracle.com/en/solutions/spectrum-storage-cluster/img/spectre-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Region,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Availability domains,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Fault domains,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Virtual cloud network (VCN) and subnet,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
57,https://docs.oracle.com/en/solutions/deploy-microservices/index.html,Deploy microservices to a Kubernetes cluster,Registry,https://docs.oracle.com/en/solutions/deploy-microservices/img/microservices-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Availability domains,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Fault domains,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Bastion host,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Load balancer,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Master nodes,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Data nodes,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
58,https://docs.oracle.com/en/solutions/deploy-elk/index.html,Deploy Elasticsearch and Kibana,Kibana,https://docs.oracle.com/en/solutions/deploy-elk/img/elk-oci.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Region,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Availability domains,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Fault domains,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Load Balancer,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,File Storage,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Oracle WebLogic Server domain,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,Oracle WebLogic Server cluster,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
59,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/index.html,Deploy Oracle WebLogic Server in a Kubernetes cluster,WebLogic Kubernetes operator,https://docs.oracle.com/en/solutions/deploy-wls-on-oke/img/weblogic-oke.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Management Server (MGS),https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Metadata Server (MDS),https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Object Storage Servers (OSS),https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Lustre clients,https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Security lists,https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
60,https://docs.oracle.com/en/solutions/deploy-lustre-fs/index.html,"Deploy a scalable, distributed file system using Lustre",Availability domains,https://docs.oracle.com/en/solutions/deploy-lustre-fs/img/lustre-oci.png
61,https://docs.oracle.com/en/solutions/deploy-redis-cluster/index.html,"Deploy a highly available, distributed cache using Redis",Region,https://docs.oracle.com/en/solutions/deploy-redis-cluster/img/redis-oci-png.png
61,https://docs.oracle.com/en/solutions/deploy-redis-cluster/index.html,"Deploy a highly available, distributed cache using Redis",Availability domains,https://docs.oracle.com/en/solutions/deploy-redis-cluster/img/redis-oci-png.png
61,https://docs.oracle.com/en/solutions/deploy-redis-cluster/index.html,"Deploy a highly available, distributed cache using Redis",Fault domains,https://docs.oracle.com/en/solutions/deploy-redis-cluster/img/redis-oci-png.png
61,https://docs.oracle.com/en/solutions/deploy-redis-cluster/index.html,"Deploy a highly available, distributed cache using Redis",Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/deploy-redis-cluster/img/redis-oci-png.png
61,https://docs.oracle.com/en/solutions/deploy-redis-cluster/index.html,"Deploy a highly available, distributed cache using Redis",Security lists,https://docs.oracle.com/en/solutions/deploy-redis-cluster/img/redis-oci-png.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Region,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Availability domains,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Virtual cloud network (VCN) and subnets,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Compute instance,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Container Engine for Kubernetes,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Registry,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
62,https://docs.oracle.com/en/solutions/cicd-pipeline/index.html,Set up a CI/CD pipeline for cloud deployments,Jenkins,https://docs.oracle.com/en/solutions/cicd-pipeline/img/cicd-oci.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,On-premises network,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,VCN,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Subnets,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Security lists,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Route tables,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Dynamic routing gateway (DRG),https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,VPN Connect,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Customer-premises equipment (CPE),https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,IPv4 and IPv6,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Internet Protocol Security (IPSec),https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Tunnel,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Border Gateway Protocol (BGP) routing,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
63,https://docs.oracle.com/en/solutions/connect-onprem-vpn/index.html,Connect your on-premises network using VPN,Static routing,https://docs.oracle.com/en/solutions/connect-onprem-vpn/img/vpn-redundancy.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,On-premises network,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,FastConnect,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Virtual cloud network (VCN),https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Subnets,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Dynamic routing gateway (DRG),https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,IPv4 and IPv6,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Border Gateway Protocol (BGP) routing,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Private peering,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Public peering,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
64,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/index.html,Connect your on-premises network using FastConnect,Virtual circuit,https://docs.oracle.com/en/solutions/connect-onprem-fastconnect/img/fastconnect-single-vc.png
65,https://docs.oracle.com/en/solutions/ha-web-app/index.html,Deploy a highly available web application,Region,https://docs.oracle.com/en/solutions/ha-web-app/img/ha-webapp-oci.png
65,https://docs.oracle.com/en/solutions/ha-web-app/index.html,Deploy a highly available web application,Availability domains,https://docs.oracle.com/en/solutions/ha-web-app/img/ha-webapp-oci.png
65,https://docs.oracle.com/en/solutions/ha-web-app/index.html,Deploy a highly available web application,Fault domains,https://docs.oracle.com/en/solutions/ha-web-app/img/ha-webapp-oci.png
